url,posted_date,letter_date,company,issuing_office,subject
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/abbott-point-care-canada-limited-640946-11082022,04/18/2023,11/08/2022,Abbott Point of Care Canada Limited,Center for Devices and Radiological Health,Investigational Device Exemptions (IDE)/Premarket Approval Application (PMA) Adulterated Device
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/biloxi-freezing-processing-inc-648616-03162023,04/18/2023,03/16/2023,"Biloxi Freezing & Processing, Inc.",Division of Human and Animal Food Operations East V,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/scs-direct-inc-633509-04062023,04/18/2023,04/06/2023,"SCS Direct, Inc.",Center for Food Safety and Applied Nutrition (CFSAN),Dietary Supplement/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/eco-lips-inc-631629-09202022,04/18/2023,09/20/2022,"Eco Lips, Inc.",Division of Pharmaceutical Quality Operations III,CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/zermat-international-sa-de-cv-647232-04062023,04/18/2023,04/06/2023,Zermat International S.A. de C.V.,Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/north-american-diagnostics-llc-643203-12272022,04/18/2023,12/27/2022,"North American Diagnostics, LLC",Center for Devices and Radiological Health,Medical Device/Adulterated/Misbranded/Lacks PMA and/or 510(k)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/la-aldea-distributors-inc-648471-01272023,04/18/2023,01/27/2023,La Aldea Distributors Inc,Division of Southwest Imports,Foreign Supplier Verification Program (FSVP)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/chemical-services-group-incroyal-chemical-company-648378-04052023,04/18/2023,04/05/2023,"Chemical Services Group, Inc./Royal Chemical Company",Division of Pharmaceutical Quality Operations I,CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/belmar-pharma-solutions-drug-depot-llc-dba-aps-pharmacy-653740-03312023,04/18/2023,03/31/2023,"Belmar Pharma Solutions, Drug Depot, LLC., dba APS Pharmacy",Division of Pharmaceutical Quality Operations II,Compounding Pharmacy/Adulterated Drug Products
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/bypro-nutrition-llc-646308-04042023,04/18/2023,04/04/2023,ByPro Nutrition LLC,Division of Human and Animal Food Operations West II,Unapproved New Drugs/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/str8vape-llc-655439-04132023,04/13/2023,04/13/2023,"Str8Vape, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/omega-packaging-corp-649122-03202023,04/11/2023,03/20/2023,Omega Packaging Corp,Division of Pharmaceutical Quality Operations I,CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/champaklal-maganlal-homeo-pharmacy-private-limited-652319-04102023,04/11/2023,04/10/2023,Champaklal Maganlal Homeo Pharmacy Private Limited,Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vc-montgomery-llc-dba-vapor-craft-montgomery-654280-04062023,04/06/2023,04/06/2023,"VC of Montgomery, LLC d/b/a Vapor Craft of Montgomery",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/old-europe-cheese-inc-644539-03172023,04/04/2023,03/17/2023,"Old Europe Cheese, Inc.",Division of Human and Animal Food Operations East VI,"CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated"
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/aspire-pharmaceuticals-inc-630328-11222022,04/04/2023,11/22/2022,"Aspire Pharmaceuticals, Inc.",Division of Human and Animal Food Operations East II,"CGMP/Manufacturing, Packaging, Labeling, or Holding Operations for Dietary Supplements/Adulterated"
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/synovo-production-inc-647427-03232023,04/04/2023,03/23/2023,"Synovo Production, Inc.",Division of Medical Device and Radiological Health Operations West,CGMP/QSR/Medical Devices/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/wise-spice-catering-company-640715-03082023,03/28/2023,03/08/2023,Wise Spice Catering Company,Division of Human and Animal Food Operations East IV,"CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated"
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/nugeneration-technologies-llc-645821-03132023,03/28/2023,03/13/2023,NuGeneration Technologies LLC,Division of Pharmaceutical Quality Operations IV,CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/nara-company-ltd-651234-02072023,03/28/2023,02/07/2023,Nara Company Ltd.,Center for Food Safety and Applied Nutrition (CFSAN),Seafood HACCP/CGMP for Foods/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/todos-medical-ltd-aka-todos-medical-usa-inc-626258-11072022,03/28/2023,11/07/2022,Todos Medical Ltd aka Todos Medical USA Inc,Center for Food Safety and Applied Nutrition (CFSAN),Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/robert-j-hayashi-mdwashington-university-school-medicine-department-pediatrics-654873-03142023,03/28/2023,03/14/2023,"Robert J. Hayashi, M.D./Washington University School of Medicine, Department of Pediatrics",Center for Drug Evaluation and Research | CDER,Bioresearch Monitoring Program/IRB
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vanlaw-food-products-inc-641010-01052023,03/28/2023,01/05/2023,"Vanlaw Food Products, Inc",Division of Human and Animal Food Operations West V,Food Labeling/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/tyrone-l-mccall-mdcornea-associates-texas-651261-03222023,03/28/2023,03/22/2023,"Tyrone L. McCall, M.D./Cornea Associates of Texas",Center for Drug Evaluation and Research | CDER,Clinical Investigator (Sponsor)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/liberty-fruit-co-inc-dba-carols-cuts-651401-03242023,03/28/2023,03/24/2023,Liberty Fruit Co. Inc. DBA Carol’s Cuts,Division of Human and Animal Food Operations West II,Juice HACCP/CGMP for Foods/Adulterated/Insanitary Conditions
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/stuff-n-puffs-101-llc-dba-stuff-n-puffs-651789-03232023,03/23/2023,03/23/2023,"Stuff N Puffs 101, LLC d/b/a Stuff-N-Puffs",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/dunagin-pharmaceuticals-inc-dba-massco-dental-644335-02222023,03/21/2023,02/22/2023,Dunagin Pharmaceuticals Inc. dba Massco Dental,Division of Pharmaceutical Quality Operations II,CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/cosmetic-science-laboratories-llc-645558-03102023,03/21/2023,03/10/2023,Cosmetic Science Laboratories LLC,Division of Pharmaceutical Quality Operations IV,CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/procter-gamble-manufactura-s-de-rl-de-cv-650837-03142023,03/21/2023,03/14/2023,Procter & Gamble Manufactura S. de R.L. de C.V.,Center for Drug Evaluation and Research | CDER,Failure to Register and List
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/mariscos-bahia-inc-646401-02072023,03/21/2023,02/07/2023,"Mariscos Bahia, Inc.",Division of Human and Animal Food Operations West V,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/herbal-vitality-inc-640206-03072023,03/21/2023,03/07/2023,"Herbal Vitality, Inc.",Division of Human and Animal Food Operations West IV,Unapproved New Drugs/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/wwwivermectin4covidcom-650184-03162023,03/21/2023,03/16/2023,www.ivermectin4covid.com,Center for Drug Evaluation and Research | CDER,Notice of Unlawful Sale of Unapproved Drugs to United States Consumers Over the Internet
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/capital-imports-llc-649549-02222023,03/21/2023,02/22/2023,Capital Imports LLC,Division of Northern Border Imports,Foreign Supplier Verification Program (FSVP)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/jh-imports-services-corp-649054-03132023,03/21/2023,03/13/2023,J&H Imports Services Corp,Division of Northeast Imports,Foreign Supplier Verification Program (FSVP)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/marina-technology-llc-652997-03162023,03/21/2023,03/16/2023,Marina Technology LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/olympus-medical-systems-corp-654013-03152023,03/17/2023,03/15/2023,Olympus Medical Systems Corp.,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/all-vapors-653537-03162023,03/16/2023,03/16/2023,ALL-IN Vapors,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/breezesmokes-llc-654166-03152023,03/15/2023,03/15/2023,Breezesmokes LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/formology-lab-inc-644745-03012023,03/14/2023,03/01/2023,Formology Lab Inc.,Division of Pharmaceutical Quality Operations IV,CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/primal-pet-foods-inc-645467-02212023,03/14/2023,02/21/2023,"Primal Pet Foods, Inc.",Division of Human and Animal Food Operations West V,"CGMP/Food for Animals/Prepared, Packed or Held Under Insanitary Conditions/Adulterated"
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/electrx-and-health-solutions-llc-614251-03022023,03/14/2023,03/02/2023,"ElectRx and Health Solutions, LLC",Center for Drug Evaluation and Research | CDER,Finished Pharmaceuticals/Unapproved New Drug/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/profounda-inc-642595-02012023,03/14/2023,02/01/2023,"Profounda, Inc.",Division of Pharmaceutical Quality Operations II,CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/midlab-incorporated-642374-02152023,03/14/2023,02/15/2023,Midlab Incorporated,Division of Pharmaceutical Quality Operations II,CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/b-j-group-641099-01192023,03/14/2023,01/19/2023,B & J Group,Division of Pharmaceutical Quality Operations I,CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/atlantic-management-resources-ltd-dba-claire-ellen-products-642082-01202023,03/14/2023,01/20/2023,Atlantic Management Resources LTD dba. Claire Ellen Products,Division of Pharmaceutical Quality Operations I,CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/maggie-jeffries-md-avanti-anesthesiology-llc-646498-03032023,03/14/2023,03/03/2023,"Maggie Jeffries, M.D. / Avanti Anesthesiology, LLC",Center for Drug Evaluation and Research | CDER,Clinical Investigator
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/frenda-corporation-642267-02152023,03/14/2023,02/15/2023,Frenda Corporation,Division of Pharmaceutical Quality Operations II,CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/emmons-livestock-643463-02102023,03/14/2023,02/10/2023,Emmons Livestock,Division of Human and Animal Food Operations East V,Unapproved New Animal Drug Products
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vapor-master-llc-652164-03092023,03/09/2023,03/09/2023,The Vapor Master LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/livestock-nutrition-center-643701-12152022,03/07/2023,12/15/2022,Livestock Nutrition Center,Division of Human and Animal Food Operations West III,"CGMP/Food for Animals/Prepared, Packed or Held Under Insanitary Conditions/Adulterated"
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/arrow-reliance-inc-644947-02162023,03/07/2023,02/16/2023,Arrow Reliance Inc.,Division of Human and Animal Food Operations West VI,"CGMP/Food for Animals/Prepared, Packed or Held Under Insanitary Conditions/Adulterated"
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/golden-bridge-gourmet-inc-dba-golden-bridge-enterprises-640718-01032023,03/07/2023,01/03/2023,"Golden Bridge Gourmet, Inc. DBA Golden Bridge Enterprises",Division of West Coast Imports,Foreign Supplier Verification Program (FSVP)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/ada-teff-646410-12122022,03/07/2023,12/12/2022,Ada Teff,Division of Southwest Imports,Foreign Supplier Verification Program (FSVP)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/kingdom-tobacco-llc-653238-03022023,03/02/2023,03/02/2023,Kingdom Tobacco LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vavavape-651230-03022023,03/02/2023,03/02/2023,VaVaVape,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/azure-tobacco-inc-652731-03022023,03/02/2023,03/02/2023,"Azure Tobacco, Inc.",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/skyless-llc-636200-01232023,02/28/2023,01/23/2023,"Skyless, LLC",Division of Pharmaceutical Quality Operations II,CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/jackson-health-wellness-clinic-646556-02032023,02/28/2023,02/03/2023,Jackson Health & Wellness Clinic,Division of Human and Animal Food Operations East V,New Drug/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/rich-river-produce-llc-637401-10042022,02/28/2023,10/04/2022,"Rich River Produce, LLC",Division of Southwest Imports,Foreign Supplier Verification Program (FSVP)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/select-produce-llc-643574-01032023,02/28/2023,01/03/2023,Select Produce LLC,Division of Southwest Imports,Foreign Supplier Verification Program (FSVP)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/deliimports-llc-645804-12122022,02/28/2023,12/12/2022,"DELIIMPORTS, LLC",Division of Southwest Imports,Foreign Supplier Verification Program (FSVP)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/salazar-sons-corp-643562-12292022,02/28/2023,12/29/2022,Salazar & Sons Corp,Division of Southwest Imports,Foreign Supplier Verification Program (FSVP)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/compass-logistics-llc-644355-01042023,02/28/2023,01/04/2023,"Compass Logistics, LLC",Division of Southwest Imports,Foreign Supplier Verification Program (FSVP)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/first-choice-importing-inc-642204-01122023,02/28/2023,01/12/2023,First Choice Importing Inc.,Division of Northeast Imports,Foreign Supplier Verification Program (FSVP)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/ultra-chem-labs-corporation-641742-12202022,02/28/2023,12/20/2022,Ultra Chem Labs Corporation,Division of Pharmaceutical Quality Operations IV,CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/rdm-express-inc-643578-12122022,02/28/2023,12/12/2022,RDM Express Inc.,Division of Human and Animal Food Operations West V,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/m-fierro-sons-llc-641400-01192023,02/28/2023,01/19/2023,"M. Fierro & Sons, LLC",Division of Human and Animal Food Operations East II,"CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated"
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/corporate-essentials-llc-645165-01052023,02/28/2023,01/05/2023,Corporate Essentials LLC,Division of Northeast Imports,Foreign Supplier Verification Program (FSVP)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/zing-brothers-llc-642819-01232023,02/28/2023,01/23/2023,Zing Brothers LLC,Division of Human and Animal Food Operations West IV,CGMP/Dietary Supplement/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/gasco-industrial-corporation-647393-02172023,02/28/2023,02/17/2023,Gascó Industrial Corporation,Division of Pharmaceutical Quality Operations II,CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/titans-global-inc-642601-10272022,02/28/2023,10/27/2022,Titans Global Inc.,Division of West Coast Imports,Foreign Supplier Verification Program (FSVP)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/u-can-food-trading-inc-650733-01232023,02/28/2023,01/23/2023,"U-Can Food Trading, Inc.",Division of West Coast Imports,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/dotmod-inc-652734-02172023,02/28/2023,02/17/2023,"Dotmod, Inc.",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/kd-vapors-inc-652143-02232023,02/23/2023,02/23/2023,K&D Vapors Inc,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/fischer-analysen-instrumente-gmbh-650388-02032023,02/21/2023,02/03/2023,Fischer Analysen Instrumente Gmbh,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/desert-defense-llc-650718-01262023,02/21/2023,01/26/2023,"Desert Defense, LLC",Center for Veterinary Medicine,Unapproved New Animal Drug Products
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/sohgave-llc-646874-01192023,02/21/2023,01/19/2023,Sohgave LLC,Division of Southwest Imports,Foreign Supplier Verification Program (FSVP)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/hastings-vapors-llc-dba-hastings-vapors-650214-02162023,02/16/2023,02/16/2023,Hastings Vapors LLC d/b/a Hastings Vapors,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/lyons-magnus-llc-645766-01302023,02/14/2023,01/30/2023,"Lyons Magnus, LLC",Division of Human and Animal Food Operations West I,Low Acid Canned Food Regulation/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/american-cruise-lines-641736-01242023,02/14/2023,01/24/2023,American Cruise Lines,Division of Human and Animal Food Operations East V,Insanitary Conditions/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/delta-kozmetik-sanayi-ve-ticaret-selim-yesil-645478-02132023,02/14/2023,02/13/2023,Delta Kozmetik Sanayi Ve Ticaret-Selim Yesil,Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/flavor-vapors-llcmob-liquid-labs-649046-02032023,02/14/2023,02/03/2023,"Flavor Vapors, LLC/Mob Liquid Labs",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/wintech-medipro-llc-640048-11162022,02/14/2023,11/16/2022,Wintech Medipro LLC,Division of Medical Device and Radiological Health Operations West,CGMP/QSR/Medical Devices/PMA/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/clean-cosmetics-llc-643205-01302023,02/14/2023,01/30/2023,Clean Cosmetics LLC,Division of Pharmaceutical Quality Operations IV,CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/american-chinese-natural-herbs-inc-631597-02102023,02/14/2023,02/10/2023,"American Chinese Natural Herbs, Inc.",Office of Human and Animal Food Operations West Division 3,"CGMP/Manufacturing, Packaging, Labeling, or Holding Operations for Dietary Supplements/Adulterated"
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/cutera-inc-639552-02082023,02/14/2023,02/08/2023,"Cutera, Inc.",Center for Devices and Radiological Health,Investigational Device Exemptions (IDE)/Premarket Approval Application (PMA) Adulterated Device
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/unlit-vapor-shoppe-llc-651260-02092023,02/09/2023,02/09/2023,Unlit Vapor Shoppe LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/mark-s-denker-md-pa-dba-palm-beach-fertility-center-643090-11172022,02/07/2023,11/17/2022,"Mark S. Denker, M.D., PA dba Palm Beach Fertility Center",Division of Biological Products Operations I,"Deviations/CFR/Regulations for Human Cells, Tissues & Cellular Products (HCT/Ps)"
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/jm-smucker-llc-638042-01242023,02/07/2023,01/24/2023,J.M. Smucker LLC,Division of Human and Animal Food Operations East V,"CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated"
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/quality-supplement-manufacturing-inc-637182-12132022,02/07/2023,12/13/2022,"Quality Supplement Manufacturing, Inc.",Division of Pharmaceutical Quality Operations III,"CGMP/Manufacturing, Packaging, Labeling, or Holding Operations for Dietary Supplements/Adulterated"
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/getschhiller-medizintechnik-gmbh-644680-12272022,02/07/2023,12/27/2022,Getsch+Hiller Medizintechnik GmbH,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/hst-produce-inc-639794-11072022,02/07/2023,11/07/2022,"HST Produce, Inc.",Division of Southwest Imports,Foreign Supplier Verification Program (FSVP)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/microvention-costa-rica-srl-643188-09302022,02/07/2023,09/30/2022,MicroVention Costa Rica S.R.L.,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/body-bean-llc-649817-02062023,02/07/2023,02/06/2023,"The Body Bean, LLC",Center for Drug Evaluation and Research | CDER,Failure to Register and List
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/amo-and-wing-inc-dba-t-and-h-trading-co-638293-12072022,02/07/2023,12/07/2022,AMO and Wing Inc. dba T and H Trading Co.,Division of West Coast Imports,Foreign Supplier Verification Program (FSVP)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/salon-technologies-international-inc-630566-12212022,02/07/2023,12/21/2022,"Salon Technologies International, Inc.",Division of Pharmaceutical Quality Operations II,CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/switch-vapor-649575-02022023,02/02/2023,02/02/2023,Switch to Vapor,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/liquivape-649189-02022023,02/02/2023,02/02/2023,Liquivape,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/organic-heirloom-plants-643997-01302023,01/31/2023,01/30/2023,Organic Heirloom Plants,Center for Food Safety and Applied Nutrition (CFSAN),Finished Pharmaceuticals/Unapproved New Drug/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/noble-elements-llc-643745-01302023,01/31/2023,01/30/2023,"Noble Elements, LLC",Center for Food Safety and Applied Nutrition (CFSAN),Finished Pharmaceuticals/Unapproved New Drug/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/dr-green-mom-llc-644546-01302023,01/31/2023,01/30/2023,"Dr. Green Mom, LLC",Center for Food Safety and Applied Nutrition (CFSAN),Finished Pharmaceuticals/Unapproved New Drug/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/shenzhen-greensound-high-tech-co-ltd-dba-vaporlax-651264-01272023,01/31/2023,01/27/2023,"Shenzhen GreenSound High-Tech Co., LTD d/b/a Vaporlax",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/adept-life-science-llc-635400-01242023,01/31/2023,01/24/2023,"Adept Life Science, LLC",Division of Human and Animal Food Operations East IV,CGMP/Dietary Supplement/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/urban-electric-power-635791-12272022,01/31/2023,12/27/2022,Urban Electric Power,Division of Pharmaceutical Quality Operations I,CGMP/Drug Products/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/mohawk-laboratories-division-nch-corporation-635780-01182023,01/31/2023,01/18/2023,Mohawk Laboratories Division of NCH Corporation,Division of Pharmaceutical Quality Operations II,CGMP/Drug Products/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/monkeypox-treatmentcom-644773-01302023,01/31/2023,01/30/2023,Monkeypox-treatment.com,Center for Drug Evaluation and Research | CDER,Finished Pharmaceuticals/Unapproved New Drug/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/old-tiles-wallpaper-llc-dba-old-tiles-decor-643920-01302023,01/31/2023,01/30/2023,"Old Tiles Wallpaper, LLC DBA Old Tiles Decor",Center for Drug Evaluation and Research | CDER,Finished Pharmaceuticals/Unapproved New Drug/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/righteye-llc-643192-12202022,01/31/2023,12/20/2022,"RightEye, LLC",Division of Medical Device and Radiological Health Operations East,Investigational Device Exemptions (IDE)/Premarket Approval Application (PMA) Adulterated Device
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/ss-quality-wholesale-inc-630772-06012022,01/31/2023,06/01/2022,S&S Quality Wholesale Inc.,Division of Southwest Imports,Foreign Supplier Verification Program (FSVP)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/ooo-elanders-643068-01202023,01/31/2023,01/20/2023,OOO “Elanders”,Center for Food Safety and Applied Nutrition,Seafood HACCP/CGMP for Foods/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/fei-fah-medical-manufacturing-pte-ltd-633084-01302023,01/31/2023,01/30/2023,Fei Fah Medical Manufacturing Pte. Ltd.,Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/kobayashi-healthcare-international-inc-637313-01272023,01/31/2023,01/27/2023,"Kobayashi Healthcare International, Inc.",Office of Pharmaceutical Quality,CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/3rd-rock-vapor-649194-01262023,01/26/2023,01/26/2023,3rd Rock Vapor,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
